,SeqId,TargetFullName,Target,UniProt,EntrezGeneSymbol,Units,Dilution,PlateScale_Reference,Function
3826,Jul-27,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,P52848,NDST1,RFU,0.5,3623,
3827,Oct-29,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",SIA8C,O43173,ST8SIA3,RFU,20,318.8,
3828,6930-95,"Alpha-2,8-sialyltransferase 8F",SIA8F,P61647,ST8SIA6,RFU,20,711.8,
3829,6932-42,Integrin alpha-5,ITA5,P08648,ITGA5,RFU,20,2263.6,
3830,6933-20,"39S ribosomal protein L34, mitochondrial",RM34,Q9BQ48,MRPL34,RFU,20,1130.5,
3831,Aug-34,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,5316.3,
3832,Jul-36,Protein TMEPAI,PMEPA,Q969W9,PMEPA1,RFU,20,755.9,
3833,6937-251,Uncharacterized protein C1orf43,CA043,Q9BWL3,C1orf43,RFU,20,585.6,
3834,6938-21,Protocadherin gamma-A12,PCDGC,O60330,PCDHGA12,RFU,20,858.7,
3835,6940-18,Junctophilin-1,JPH1,Q9HDC5,JPH1,RFU,20,1228,
3836,Nov-41,Sulfatase-modifying factor 1,SUMF1,Q8NBK3,SUMF1,RFU,0.5,1544,
3837,Apr-47,"Type 2 lactosamine alpha-2,3-sialyltransferase",SIA10,Q9Y274,ST3GAL6,RFU,0.5,8238.3,
3838,6948-82,Polyphosphoinositide phosphatase,FIG4,Q92562,FIG4,RFU,20,813.3,
3839,6951-26,Acid-sensing ion channel 4,ASIC4,Q96FT7,ASIC4,RFU,20,781.3,
3840,6955-68,Sorting nexin-1,SNX1,Q13596,SNX1,RFU,20,1188.8,
3841,6961-14,Insulin growth factor-like family member 3,IGFL3,Q6UXB1,IGFL3,RFU,20,3417.6,
3842,May-62,"HLA class II histocompatibility antigen, DR beta 3 chain",DRB3,P79483,HLA-DRB3,RFU,0.5,2872.2,
3843,6965-19,Contactin-associated protein-like 2,CNTP2,Q9UHC6,CNTNAP2,RFU,20,937.3,
3844,6966-144,Syntaxin-1B,STX1B,P61266,STX1B,RFU,20,468.3,
3845,May-67,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,195.5,
3846,6969-14,WAP four-disulfide core domain protein 5,WFDC5,Q8TCV5,WFDC5,RFU,20,386.6,
3847,Jun-74,HLA class II histocompatibility antigen gamma chain,HG2A,P04233,CD74,RFU,20,309.2,
3848,6975-52,SNARE-associated protein Snapin,SNAPN,O95295,SNAPIN,RFU,20,498.6,
3849,Jun-84,Immunoglobulin superfamily member 8,IGSF8,Q969P0,IGSF8,RFU,20,1825.6,
3850,6986-17,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,HS3SB,Q9Y662,HS3ST3B1,RFU,20,833.7,
3851,6990-44,Stromal cell-derived factor 2-like protein 1,SDF2L,Q9HCN8,SDF2L1,RFU,20,1126.2,
3852,6991-24,"Alpha-(1,3)-fucosyltransferase 9",FUT9,Q9Y231,FUT9,RFU,20,2720.5,
3853,6992-67,Hemoglobin subunit delta,HBD,P02042,HBD,RFU,20,988.5,
3854,6994-19,Uncharacterized protein C3orf18,CC018,Q9UK00,C3orf18,RFU,20,3166.3,
3855,6997-32,Ras-related protein Rab-26,RAB26,Q9ULW5,RAB26,RFU,20,2199.9,
3856,6998-106,Aspartyl/asparaginyl beta-hydroxylase,HAAH,Q12797,ASPH,RFU,20,1891.9,
3857,Apr-03,Polypeptide N-acetylgalactosaminyltransferase 10,GLT10,Q86SR1,GALNT10,RFU,20,569.2,
3858,Apr-06,Collagen alpha-1(XXV) chain,COPA1,Q9BXS0,COL25A1,RFU,20,194.7,
3859,7007-24,Trafficking protein particle complex subunit 4,TRAPPC4,Q9Y296,TRAPPC4,RFU,20,282.6,
3860,Aug-09,B-cell differentiation antigen CD72,CD72,P21854,CD72,RFU,20,904.7,
3861,Aug-15,Leukocyte immunoglobulin-like receptor subfamily B member 5,LIRB5,O75023,LILRB5,RFU,0.5,14388.9,
3862,Dec-16,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",GCNT1,Q02742,GCNT1,RFU,20,1030.1,
3863,Oct-18,Ribosome biogenesis protein TSR3 homolog,TSR3,Q9UJK0,TSR3,RFU,20,643.7,
3864,7019-13,Semaphorin-7A,Semaphorin-7A,O75326,SEMA7A,RFU,20,1300.6,
3865,7020-13,Carbohydrate sulfotransferase 5,CHST5,Q9GZS9,CHST5,RFU,20,381.9,
3866,Apr-34,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,3973.7,
3867,7038-45,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",SIA8D,Q92187,ST8SIA4,RFU,20,1392.2,
3868,Apr-45,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BNIP3,Q12983,BNIP3,RFU,20,556.6,
3869,Jun-46,Uncharacterized protein C20orf173,CT173,Q96LM9,C20orf173,RFU,20,1069,
3870,Apr-48,Carcinoembryonic antigen-related cell adhesion molecule 19,CEA19,Q7Z692,CEACAM19,RFU,20,626.1,
3871,Feb-49,Disintegrin and metalloproteinase domain-containing protein 23,ADAM 23,O75077,ADAM23,RFU,20,1931.8,
3872,May-50,Neuronal growth regulator 1,NEGR1,Q7Z3B1,NEGR1,RFU,0.5,584.3,
3873,7054-87,C-type lectin domain family 2 member D,CLC2D,Q9UHP7,CLEC2D,RFU,20,2433.7,
3874,7057-18,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,0.5,1206,
3875,7059-14,Leukocyte immunoglobulin-like receptor subfamily A member 6,LIRA6,Q6PI73,LILRA6,RFU,20,3424.2,
3876,Feb-60,ERO1-like protein alpha,ERO1A,Q96HE7,ERO1L,RFU,20,3215.9,
3877,Feb-64,Vesicle-associated membrane protein 8,VAMP8,Q9BV40,VAMP8,RFU,20,558.8,
3878,Jan-65,Protein G6b,G6B,O95866,G6B,RFU,20,2757.6,
3879,7066-199,Protein FAM209B,F209B,Q5JX69,FAM209B,RFU,20,221.3,
3880,Sep-69,t-SNARE domain-containing protein 1,TSNA1,Q96NA8,TSNARE1,RFU,20,551,
3881,7070-25,Kell blood group glycoprotein,KELL,P23276,KEL,RFU,20,340.9,
3882,7071-23,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MA1B1,Q9UKM7,MAN1B1,RFU,20,2266.1,
3883,7073-69,Uncharacterized protein C22orf15,CV015,Q8WYQ4,C22orf15,RFU,20,288.3,
3884,7076-17,Endothelin-converting enzyme-like 1,ECEL1,O95672,ECEL1,RFU,20,435.5,
3885,Sep-77,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,367.5,
3886,Feb-82,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",B3GN6,Q6ZMB0,B3GNT6,RFU,20,979.3,
3887,7083-74,Matrilin-4,MATN4,O95460,MATN4,RFU,20,1030.7,
3888,Jan-84,Draxin,DRAXI,Q8NBI3,DRAXIN,RFU,20,329.1,
3889,7085-81,Corneodesmosin,CDSN,Q15517,CDSN,RFU,20,2066.9,
3890,7089-42,Synaptotagmin-11,SYT11,Q9BT88,SYT11,RFU,20,371.6,
3891,7090-17,Polypeptide N-acetylgalactosaminyltransferase 1,GALT1,Q10472,GALNT1,RFU,0.5,904.3,
3892,Jul-92,Protein disulfide-isomerase-like protein of the testis,PDILT,Q8N807,PDILT,RFU,20,824.4,
3893,7096-30,Regulator of microtubule dynamics protein 1,RMD1,Q96DB5,RMDN1,RFU,20,996.5,
3894,Aug-97,Testis-specific chromodomain protein Y 1,CDY1,Q9Y6F8,CDY1,RFU,20,442.1,
3895,7099-33,Follistatin-related protein 5,FSTL5,Q8N475,FSTL5,RFU,20,519.5,
3896,7100-31,T-cell surface antigen CD2,CD2,P06729,CD2,RFU,20,1431.5,
3897,7104-71,Calcium-binding protein 7,CABP7,Q86V35,CABP7,RFU,20,1693.5,
3898,Jul-05,CDK5 and ABL1 enzyme substrate 2,CABL2,Q9BTV7,CABLES2,RFU,20,406.2,
3899,7106-37,Oocyte-secreted protein 2,PLACL,Q86WS3,OOSP2,RFU,20,567.8,
3900,Jul-08,Small integral membrane protein 24,CS077,O75264,SMIM24,RFU,20,303,
3901,Feb-10,DnaJ homolog subfamily B member 11,DJB11,Q9UBS4,DNAJB11,RFU,20,9787,
3902,Jan-13,"GrpE protein homolog 1, mitochondrial",GRPE1,Q9HAV7,GRPEL1,RFU,20,795.2,
3903,May-15,Semenogelin-1,Semenogelin,P04279,SEMG1,RFU,0.5,3803.4,
3904,7116-31,Osteoclast-associated immunoglobulin-like receptor,OSCAR,Q8IYS5,OSCAR,RFU,20,294.5,
3905,7117-21,Serpin I2,SPI2,O75830,SERPINI2,RFU,20,516.8,
3906,7118-24,Immunoglobulin superfamily DCC subclass member 3,IGDC3,Q8IVU1,IGDCC3,RFU,20,680.1,
3907,Feb-21,Synaptotagmin-7,SYT7,O43581,SYT7,RFU,20,315.8,
3908,7123-25,"39S ribosomal protein L52, mitochondrial",RM52,Q86TS9,MRPL52,RFU,20,1357.1,
3909,7124-18,Interleukin-21,IL-21,Q9HBE4,IL21,RFU,20,1350.1,
3910,Apr-25,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,493.8,
3911,Mar-27,Apolipoprotein A-II,Apo A-II,P02652,APOA2,RFU,20,4959.7,
3912,Sep-28,von Willebrand factor A domain-containing protein 2,VWA2,Q5GFL6,VWA2,RFU,20,285.1,
3913,Apr-30,Leukocyte-associated immunoglobulin-like receptor 2,LAIR2,Q6ISS4,LAIR2,RFU,20,362.8,
3914,7131-207,Tenascin,Tenascin,P24821,TNC,RFU,0.5,1507.3,
3915,7132-55,Complement C1q-like protein 4,C1QL4,Q86Z23,C1QL4,RFU,20,468,
3916,Jul-36,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,1309.9,
3917,Aug-37,Mitochondrial peptide methionine sulfoxide reductase,MSRA,Q9UJ68,MSRA,RFU,20,1260.7,
3918,7139-14,SLIT and NTRK-like protein 4,SLIK4,Q8IW52,SLITRK4,RFU,20,3408.6,
3919,Jan-40,Chymotrypsin-like elastase family member 2A,ELA2A,P08217,CELA2A,RFU,20,1821.3,
3920,7141-21,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",MGT4B,Q9UQ53,MGAT4B,RFU,20,3461,
3921,May-42,Carboxypeptidase N catalytic chain,CBPN,P15169,CPN1,RFU,20,1315.5,
3922,Sep-43,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C",GNT2C,Q8NFS9,GCNT2,RFU,20,515.8,
3923,7144-234,Kazal-type serine protease inhibitor domain-containing protein 1,KAZD1,Q96I82,KAZALD1,RFU,0.5,1209.6,
3924,Jan-45,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,Q06033,ITIH3,RFU,0.005,1679.7,
3925,7146-16,Protein disulfide-isomerase A4,PDIA4,P13667,PDIA4,RFU,20,684.2,
3926,7147-35,WAP four-disulfide core domain protein 8,WFDC8,Q8IUA0,WFDC8,RFU,20,912.3,
3927,7148-42,Protein FAM173A,F173A,Q9BQD7,FAM173A,RFU,20,1022.9,
3928,7153-66,Neugrin,NGRN,Q9NPE2,NGRN,RFU,20,248.4,
3929,7154-92,Protein LEG1 homolog,CF058,Q6P5S2,LEG1,RFU,20,13637.5,
3930,7155-46,C4b-binding protein beta chain,C4b-binding protein beta chain,P20851,C4BPB,RFU,20,823.9,
3931,Feb-56,"Alpha-(1,3)-fucosyltransferase 10",FUT10,Q6P4F1,FUT10,RFU,20,4621.5,
3932,7157-22,Protocadherin alpha-4,PCDA4,Q9UN74,PCDHA4,RFU,0.5,3071.5,
3933,7161-25,GDH/6PGL endoplasmic bifunctional protein,G6PE,O95479,H6PD,RFU,0.5,6284.3,
3934,7163-26,Extracellular glycoprotein lacritin,lacritin,Q9GZZ8,LACRT,RFU,0.5,6057.6,
3935,7167-102,Vesicle-associated membrane protein-associated protein A,VAPA,Q9P0L0,VAPA,RFU,20,5268.8,
3936,7173-141,Transmembrane protein 132C,T132C,Q8N3T6,TMEM132C,RFU,20,4649.7,
3937,Apr-75,Protocadherin gamma-A2,PCDG2,Q9Y5H1,PCDHGA2,RFU,20,860.2,
3938,7178-59,Protein DEPP,DEPP,Q9NTK1,DEPP,RFU,0.5,5423.9,
3939,7179-69,Neurofascin,NFASC,O94856,NFASC,RFU,0.5,996.8,
3940,7180-114,Interferon alpha-14,IFN14,P01570,IFNA14,RFU,20,496,
3941,7181-17,Vesicle-associated membrane protein-associated protein B/C,VAPB,O95292,VAPB,RFU,20,335.4,
3942,7183-102,Angiopoietin-like protein 8,TD26,Q6UXH0,C19orf80,RFU,20,841.9,
3943,7184-13,Carcinoembryonic antigen-related cell adhesion molecule 7,CEAM7,Q14002,CEACAM7,RFU,20,922.5,
3944,7185-29,Platelet glycoprotein V,GPV,P40197,GP5,RFU,0.5,17167.7,
3945,7186-111,Syntaxin-3,STX3,Q13277,STX3,RFU,20,587.3,
3946,Mar-87,Protein phosphatase 1L,PPM1L,Q5SGD2,PPM1L,RFU,20,381.6,
3947,7189-55,Carbohydrate sulfotransferase 3,CHST3,Q7LGC8,CHST3,RFU,20,444,
3948,7192-37,Interferon lambda receptor 1,CRF2-12,Q8IU57,IFNLR1,RFU,20,703.2,
3949,7193-98,Protocadherin alpha-C1,PCDC1,Q9H158,PCDHAC1,RFU,20,438.9,
3950,7194-36,Neuroplastin,NPTN,Q9Y639,NPTN,RFU,20,5180.3,
3951,7196-21,Interferon omega-1,IFN-w,P05000,IFNW1,RFU,20,1463.9,
3952,Feb-97,DnaJ homolog subfamily C member 15,DJC15,Q9Y5T4,DNAJC15,RFU,20,254.8,
3953,7198-197,Glycosaminoglycan xylosylkinase,FA20B,O75063,FAM20B,RFU,0.5,821.1,
3954,Mar-99,Synapsin-3,SYN3,O14994,SYN3,RFU,20,162.5,
3955,Apr-00,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,LRFN2,Q9ULH4,LRFN2,RFU,20,611.5,
3956,May-01,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",ISCU,Q9H1K1,ISCU,RFU,20,314.9,
3957,7202-107,Semaphorin-6C,SEMA6C,Q9H3T2,SEMA6C,RFU,20,422.4,
3958,7203-125,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",RFNG,Q9Y644,RFNG,RFU,20,1452.3,
3959,7206-20,"Fructose-1,6-bisphosphatase 1",F16P1,P09467,FBP1,RFU,0.5,6608,
3960,Apr-07,Protein Red,RED,Q13123,IK,RFU,20,474.1,
3961,7208-60,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",MGT4C,Q9UBM8,MGAT4C,RFU,20,362.2,
3962,7210-25,Amyloid-like protein 1,Amyloid-like protein 1,P51693,APLP1,RFU,0.5,2545.4,
3963,Feb-11,Ribonuclease pancreatic,RNase 1,P07998,RNASE1,RFU,20,734.1,
3964,7215-18,NADH-cytochrome b5 reductase 3,NADH-cytochrome b5 reductase,P00387,CYB5R3,RFU,20,2229.9,
3965,7218-87,Sodium/potassium-transporting ATPase subunit beta-2,AT1B2,P14415,ATP1B2,RFU,20,4791.1,
3966,7219-152,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,HSPA1A,RFU,20,659.1,
3967,7221-56,Cytoskeleton-associated protein 4,CKAP4,Q07065,CKAP4,RFU,20,506.2,
3968,7223-60,Protein S100-A13,S100A13,Q99584,S100A13,RFU,0.5,3229.5,
3969,Nov-24,T-cell receptor-associated transmembrane adapter 1,TRAT1,Q6PIZ9,TRAT1,RFU,20,355.3,
3970,7225-51,Membrane magnesium transporter 1,MMGT1,Q8N4V1,MMGT1,RFU,20,408,
3971,7227-75,Cochlin,COCH,O43405,COCH,RFU,20,6837.9,
3972,Feb-28,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",SIA7F,Q969X2,ST6GALNAC6,RFU,20,2818.4,
3973,7231-37,Transmembrane protease serine 11A,TM11A,Q6ZMR5,TMPRSS11A,RFU,20,511.2,
3974,7233-73,P2X purinoceptor 6,P2RX6,O15547,P2RX6,RFU,20,990.8,
3975,Dec-34,Procollagen galactosyltransferase 2,GT252,Q8IYK4,COLGALT2,RFU,20,498.7,
3976,Feb-40,Membrane-bound transcription factor site-1 protease,MBTP1,Q14703,MBTPS1,RFU,20,578.6,
3977,7242-14,V-set and transmembrane domain-containing protein 4,CJ072,Q8IW00,VSTM4,RFU,20,1357.6,
3978,7244-16,IGF-like family receptor 1,TM149,Q9H665,IGFLR1,RFU,20,2302.3,
3979,Apr-46,FRAS1-related extracellular matrix protein 2,FREM2,Q5SZK8,FREM2,RFU,20,401.9,
3980,Jan-47,RAB6-interacting golgin,GORAB,Q5T7V8,GORAB,RFU,20,336.2,
3981,7249-307,Bcl-2-like protein 10,B2L10,Q9HD36,BCL2L10,RFU,20,998.2,
3982,7251-64,Complement C1q tumor necrosis factor-related protein 3,C1QT3,Q9BXJ4,C1QTNF3,RFU,0.5,1896.7,
3983,Jun-53,Protein quaking,QKI,Q96PU8,QKI,RFU,20,1043.5,
3984,7257-18,Tuberoinfundibular peptide of 39 residues,TIP39,Q96A98,PTH2,RFU,20,465.8,
3985,May-58,Bone marrow proteoglycan,EMBP,P13727,PRG2,RFU,20,252,
3986,7262-191,Carbohydrate sulfotransferase 14,CHSTE,Q8NCH0,CHST14,RFU,20,379.8,
3987,7265-32,Osteocrin,OSTN,P61366,OSTN,RFU,20,652,
3988,Apr-66,Serpin A9,SPA9,Q86WD7,SERPINA9,RFU,20,1969.1,
3989,Feb-67,Serine palmitoyltransferase 2,LCB2,O15270,SPTLC2,RFU,20,649.8,
3990,7551-33,Leucine-rich repeat-containing protein 32,LRC32,Q14392,LRRC32,RFU,20,2663.6,
3991,7624-19,Ankyrin-2,ANK2,Q01484,ANK2,RFU,20,527.2,
3992,7625-27,14-3-3 protein theta,14-3-3 protein theta,P27348,YWHAQ,RFU,0.5,822.8,
3993,7628-40,Cysteine-rich with EGF-like domain protein 1,CREL1,Q96HD1,CRELD1,RFU,0.5,1747.9,
3994,7638-30,Vesicular integral-membrane protein VIP36,"Lectin, mannose-binding 2",Q12907,LMAN2,RFU,0.5,12156.4,
3995,Sep-48,"Myosin-binding protein C, slow-type",MYPC1,Q00872,MYBPC1,RFU,20,3630.8,
3996,Nov-55,N-terminal pro-BNP,N-terminal pro-BNP,P16860,NPPB,RFU,20,2492.5,
3997,Mar-96,Next to BRCA1 gene 1 protein,NBR1,Q14596,NBR1,RFU,20,923.1,
3998,7713-102,Fragile X mental retardation protein 1,FMR1,Q06787,FMR1,RFU,20,793.8,
3999,7717-95,Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,CFTR,RFU,20,3153.3,
4000,7732-45,Vesicle-associated membrane protein 4,VAMP4,O75379,VAMP4,RFU,20,337.2,
4001,7736-28,Opalin,OPALI,Q96PE5,OPALIN,RFU,20,911.9,
4002,7737-76,Integrin beta-6,ITB6,P18564,ITGB6,RFU,20,1868,
4003,7738-299,Syntaxin-2,STX2,P32856,STX2,RFU,20,954.8,
4004,7740-33,Fetal and adult testis-expressed transcript protein,FATE1,Q969F0,FATE1,RFU,20,761.1,
4005,7741-111,RNA polymerase-associated protein RTF1 homolog,RTF1,Q92541,RTF1,RFU,20,769.1,
4006,Nov-42,RING finger protein 148,RN148,Q8N7C7,RNF148,RFU,20,527.4,
4007,May-43,Mitochondrial import inner membrane translocase subunit TIM50,TIM50,Q3ZCQ8,TIMM50,RFU,20,346,
4008,Mar-45,CDGSH iron-sulfur domain-containing protein 1,ZCD1,Q9NZ45,CISD1,RFU,20,498.1,
4009,7746-230,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,486.6,
4010,7747-47,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUBB,Q9NX14,NDUFB11,RFU,20,1929.6,
4011,Nov-48,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUV2,P19404,NDUFV2,RFU,20,1382,
4012,7751-121,Secreted frizzled-related protein 2,SARP-1,Q96HF1,SFRP2,RFU,20,2114.9,
4013,7752-31,C-type lectin domain family 4 member D,CLC4D,Q8WXI8,CLEC4D,RFU,20,1796.6,
4014,7753-21,Oxidoreductase HTATIP2,HTAI2,Q9BUP3,HTATIP2,RFU,20,2636.6,
4015,Nov-54,Protein jagged-1,JAG1,P78504,JAG1,RFU,20,431.1,
4016,7755-37,Integrin beta-5,ITB5,P18084,ITGB5,RFU,20,985.6,
4017,May-57,"HLA class II histocompatibility antigen, DQ alpha 2 chain",DQA2,P01906,HLA-DQA2,RFU,20,1196.2,
4018,7758-217,RING finger protein 215,RN215,Q9Y6U7,RNF215,RFU,20,1495.7,
4019,7761-125,Choline/ethanolamine kinase,CHKB,Q9Y259,CHKB,RFU,20,2444.1,
4020,7763-25,Cadherin-11,Cadherin-11,P55287,CDH11,RFU,20,792.9,
4021,7765-15,Integral membrane protein 2A,ITM2A,O43736,ITM2A,RFU,20,1999.6,
4022,7766-25,Zona pellucida sperm-binding protein 4,ZP4,Q12836,ZP4,RFU,0.5,1473.5,
4023,Jan-67,Colipase-like protein 2,CF126,Q6UWE3,CLPSL2,RFU,20,1102.2,
4024,7769-29,SH3 domain-binding protein 2,3BP2,P78314,SH3BP2,RFU,20,457.5,
4025,7770-25,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",NFU1,Q9UMS0,NFU1,RFU,20,469.9,
4026,7773-20,Killer cell immunoglobulin-like receptor 2DL2,KI2L2,P43627,KIR2DL2,RFU,20,10203.8,
4027,7776-20,Netrin receptor UNC5B,UNC5B,Q8IZJ1,UNC5B,RFU,20,11362.9,
4028,7778-104,Caspase recruitment domain-containing protein 19,BINCA,Q96LW7,C9orf89,RFU,20,564.6,
4029,7779-86,Carbohydrate sulfotransferase 11,CHSTB,Q9NPF2,CHST11,RFU,20,4275.6,
4030,7782-34,Epididymal secretory protein E3-beta,EP3B,P56851,EDDM3B,RFU,20,378.1,
4031,Jan-84,Kininogen-1,"Kininogen, HMW",P01042,KNG1,RFU,0.005,5787.3,
4032,Jan-85,Ephrin-B3,Ephrin-B3,Q15768,EFNB3,RFU,20,776,
4033,7786-83,C-type lectin domain family 2 member B,CLC2B,Q92478,CLEC2B,RFU,20,709.7,
4034,7787-25,Leukocyte immunoglobulin-like receptor subfamily A member 5,LIRA5,A6NI73,LILRA5,RFU,0.5,2757.5,
4035,Jan-88,"ATP synthase-coupling factor 6, mitochondrial",CF6,P18859,ATP5J,RFU,20,1258.2,
4036,7789-182,Peroxiredoxin-4,PRDX4,Q13162,PRDX4,RFU,20,1085.9,
4037,7790-21,Leukemia inhibitory factor,LIF,P15018,LIF,RFU,20,442.2,
4038,7792-58,"Coiled-coil domain-containing protein 90B, mitochondrial",CC90B,Q9GZT6,CCDC90B,RFU,20,448.9,
4039,7795-14,NKG2-E type II integral membrane protein,NKG2E,Q07444,KLRC3,RFU,20,1739.9,
4040,Oct-96,B-cell antigen receptor complex-associated protein alpha chain,CD79A,P11912,CD79A,RFU,20,2059.8,
4041,Nov-97,Coiled-coil domain-containing protein 167,CC167,Q9P0B6,CCDC167,RFU,20,621.6,
4042,7800-85,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,1264.2,
4043,7801-30,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,228.4,
4044,7802-53,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,1117.3,
4045,Apr-03,Carbohydrate sulfotransferase 1,CHST1,O43916,CHST1,RFU,20,862.9,
4046,7805-52,Golgi SNAP receptor complex member 1,GOS-28,O95249,GOSR1,RFU,20,1309.2,
4047,7806-33,"Beta-1,4-galactosyltransferase 7",B4GT7,Q9UBV7,B4GALT7,RFU,20,2041.7,
4048,May-08,D-glucuronyl C5-epimerase,GLCE,O94923,GLCE,RFU,0.5,1317.3,
4049,7809-22,Spermatogenesis-associated protein 9,SPAT9,Q9BWV2,SPATA9,RFU,20,4282.1,
4050,7810-20,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Q9BXJ0,C1QTNF5,RFU,0.5,2100.7,
4051,Jun-13,"Alkaline phosphatase, placental type","Alkaline phosphatase, placental",P05187,ALPP,RFU,20,404,
4052,7815-49,Insulin-like growth factor-binding protein-like 1,IBPL1,Q8WX77,IGFBPL1,RFU,20,545.5,
4053,7816-23,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,193.2,
4054,7818-101,Guanylate-binding protein 6,GBP6,Q6ZN66,GBP6,RFU,20,5094.3,
4055,Jun-21,Nuclear nucleic acid-binding protein C1D,C1D,Q13901,C1D,RFU,20,999.7,
4056,Nov-22,HRAS-like suppressor 2,HRSL2,Q9NWW9,HRASLS2,RFU,20,638.3,
4057,7824-88,Methionine-R-sulfoxide reductase B3,MSRB3,Q8IXL7,MSRB3,RFU,20,368.8,
4058,Jul-25,Monoacylglycerol lipase ABHD12,ABD12,Q8N2K0,ABHD12,RFU,20,461,
4059,Jan-26,Serine/threonine-protein kinase DCLK3,DCLK3,Q9C098,DCLK3,RFU,20,424,
4060,7827-20,Disintegrin and metalloproteinase domain-containing protein 32,ADA32,Q8TC27,ADAM32,RFU,20,87,
4061,Feb-35,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,BNI3L,O60238,BNIP3L,RFU,20,504.9,
4062,7838-27,Submaxillary gland androgen-regulated protein 3A,SMR3A,Q99954,SMR3A,RFU,20,803.6,
4063,7839-99,Protein FAM19A3,F19A3,Q7Z5A8,FAM19A3,RFU,20,924.8,
4064,7841-84,Endothelial cell-selective adhesion molecule,ESAM,Q96AP7,ESAM,RFU,20,15274.6,
4065,7842-52,Small EDRK-rich factor 1,SERF1,O75920,SERF1A,RFU,20,1198.3,
4066,7843-152,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,438.4,
4067,7846-44,Pregnancy-specific beta-1-glycoprotein 11,PSG11,Q9UQ72,PSG11,RFU,20,1019,
4068,7847-66,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,527.2,
4069,Mar-49,Glutaminyl-peptide cyclotransferase,Glutaminyl cyclase,Q16769,QPCT,RFU,20,1273.2,
4070,Jan-50,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",COX42,Q96KJ9,COX4I2,RFU,20,2999.4,
4071,7851-30,Ankyrin repeat domain-containing protein 46,ANR46,Q86W74,ANKRD46,RFU,20,1069.3,
4072,Sep-52,"Translation initiation factor IF-3, mitochondrial",IF3M,Q9H2K0,MTIF3,RFU,20,494.4,
4073,7853-19,"Protein SCO1 homolog, mitochondrial",SCO1,O75880,SCO1,RFU,20,670.2,
4074,7854-38,Natural cytotoxicity triggering receptor 3 ligand 1,NR3L1,Q68D85,NCR3LG1,RFU,20,629.8,
4075,7856-51,Protein FAM151A,F151A,Q8WW52,FAM151A,RFU,20,1790.2,
4076,7857-22,Neurotensin/neuromedin N,NEUT,P30990,NTS,RFU,20,3380,
4077,7859-21,Protocadherin gamma-C3,PCDGK,Q9UN70,PCDHGC3,RFU,0.5,3451.4,
4078,Sep-60,Probable E3 ubiquitin-protein ligase HERC4,HERC4,Q5GLZ8,HERC4,RFU,20,1797.6,
4079,Sep-61,Tyrosine-protein kinase transmembrane receptor ROR2,ROR2,Q01974,ROR2,RFU,20,3118.4,
